province,district_name,emis_number,centre_number,centre_name,quantile,_2021_progressed(%),_2021_total_wrote,_2021_total_archived,_2021_achived,_2022_progressed,_2022_total_wrote,_2022_total_archived,_2022_achived,_2023_progressed,_2023_total_wrote,_2023total_archeive,_2023_achieved(%)
EASTERN CAPE,AMATHOLE EAST,200300780,4301051,Mpozolo Senior Secondary School,1,7,44,17,38.6,9,27,11,40.7,8,41,15,36.6
EASTERN CAPE,AMATHOLE EAST,200300381,4301052,Msobomvu Senior Secondary School,3,4,49,25,51.0,0,122,92,75.4,5,119,90,75.6
EASTERN CAPE,AMATHOLE EAST,200300383,4301053,Mtawelanga Senior Secondary School,2,0,36,36,100.0,0,54,52,96.3,0,65,53,81.5
EASTERN CAPE,AMATHOLE EAST,200300382,4301054,Mtebele Senior Secondary School,2,0,58,40,69.0,0,44,34,77.3,0,61,47,77.0
EASTERN CAPE,AMATHOLE EAST,200300408,4301055,Nakazana Senior Secondary School,1,0,31,23,74.2,0,45,23,51.1,0,50,23,46.0
EASTERN CAPE,AMATHOLE EAST,200300778,4301056,Ncedisizwe Senior Secondary School,1,11,66,36,54.5,8,50,34,68.0,7,42,35,83.3
EASTERN CAPE,AMATHOLE EAST,200300420,4301057,Ndabankulu Senior Secondary School,3,21,163,150,92.0,10,187,166,88.8,10,168,152,90.5
EASTERN CAPE,AMATHOLE EAST,200400734,4301058,Ngangolwandle Senior Secondary Schoo,1,15,226,117,51.8,0,147,95,64.6,2,275,184,66.9
EASTERN CAPE,AMATHOLE EAST,200300433,4301059,Ngcingwane Tech S S S,3,3,120,62,51.7,0,66,48,72.7,2,92,87,94.6
EASTERN CAPE,AMATHOLE EAST,200300443,4301060,Ngubesizwe Senior Secondary School,3,2,9,5,55.6,0,7,6,85.7,1,9,8,88.9
EASTERN CAPE,AMATHOLE EAST,200300449,4301061,Ngwenze Senior Secondary School,2,40,123,88,71.5,0,106,83,78.3,4,159,128,80.5
EASTERN CAPE,AMATHOLE EAST,200400808,4301062,Nobangile Senior Secondary School,1,7,123,98,79.7,0,145,101,69.7,30,120,101,84.2
EASTERN CAPE,AMATHOLE EAST,200300472,4301063,Nolitha Comprehensive Technical Scho,3,0,60,34,56.7,2,81,52,64.2,4,74,54,73.0
EASTERN CAPE,AMATHOLE EAST,200300434,4301064,Nomaheya Senior Secondary School,3,0,45,40,88.9,0,61,54,88.5,7,72,38,52.8
EASTERN CAPE,AMATHOLE EAST,200300488,4301065,Nondwe Senior Secondary School,1,0,44,27,61.4,0,38,35,92.1,2,54,34,63.0
EASTERN CAPE,AMATHOLE EAST,200300503,4301067,Nqabara Senior Secondary School,1,6,45,39,86.7,0,53,50,94.3,14,58,49,84.5
EASTERN CAPE,AMATHOLE EAST,200300832,4301068,Nqabisile Senior Secondary School,1,1,24,10,41.7,9,18,4,22.2,1,14,12,85.7
EASTERN CAPE,AMATHOLE EAST,200300533,4301069,Pakamani Senior Secondary School,3,37,182,107,58.8,14,0,0,,29,185,139,75.1
EASTERN CAPE,AMATHOLE EAST,200300790,4301070,Qombolo Senior Secondary School,1,0,24,21,87.5,0,34,29,85.3,3,24,18,75.0
EASTERN CAPE,AMATHOLE EAST,200300574,4301071,Siyabulela Senior Secondary School,3,4,32,28,87.5,0,29,23,79.3,0,21,18,85.7
EASTERN CAPE,AMATHOLE EAST,200300823,4301072,Sophakama Senior Secondary School,2,4,30,14,46.7,0,21,17,81.0,2,20,16,80.0
EASTERN CAPE,AMATHOLE EAST,200300587,4301073,Tanga Senior Secondary School,3,0,128,109,85.2,11,112,89,79.5,6,100,90,90.0
EASTERN CAPE,AMATHOLE EAST,200300624,4301074,Thubelihle Senior Secondary School,1,0,58,40,69.0,0,68,50,73.5,6,71,60,84.5
EASTERN CAPE,AMATHOLE EAST,200300614,4301075,Tyali Senior Secondary School,1,0,86,71,82.6,10,56,51,91.1,15,55,50,90.9
EASTERN CAPE,AMATHOLE EAST,200300627,4301076,Upper Gwadu Senior Secondary School,2,7,40,38,95.0,1,29,28,96.6,0,34,34,100.0
EASTERN CAPE,AMATHOLE EAST,200300719,4301077,Vulingcobo Senior Secondary School,2,24,122,82,67.2,14,139,83,59.7,30,138,84,60.9
EASTERN CAPE,AMATHOLE EAST,200300646,4301078,Vuli-Valley Senior Secondary School,4,0,73,57,78.1,0,93,72,77.4,3,54,48,88.9
EASTERN CAPE,AMATHOLE EAST,200300650,4301079,Vuluhlanga Senior Secondary School,2,0,48,39,81.3,0,44,39,88.6,3,45,40,88.9
EASTERN CAPE,AMATHOLE EAST,200300764,4301080,Willovale Senior Secondary School,3,12,54,44,81.5,0,64,51,79.7,4,63,58,92.1
EASTERN CAPE,AMATHOLE EAST,200300663,4301081,Xilinxa Senior Secondary School,2,0,42,37,88.1,0,48,41,85.4,0,36,34,94.4
EASTERN CAPE,AMATHOLE EAST,200300666,4301082,Xolilizwe Senior Secondary School,2,22,147,130,88.4,0,198,177,89.4,0,187,181,96.8
EASTERN CAPE,AMATHOLE EAST,200300677,4301083,Zanewonga Senior Secondary School,1,0,58,45,77.6,6,83,57,68.7,0,36,31,86.1
EASTERN CAPE,AMATHOLE EAST,200401174,4301089,Zangqolwane Senior Secondary School,99,0,68,28,41.2,0,80,41,51.2,0,78,34,43.6
EASTERN CAPE,AMATHOLE EAST,200300683,4301084,Zazulwana Senior Secondary School,3,0,26,17,65.4,0,17,12,70.6,1,15,12,80.0
EASTERN CAPE,AMATHOLE EAST,200300702,4301085,Zwelandile Senior Secondary School,3,10,60,37,61.7,6,33,29,87.9,15,48,41,85.4
EASTERN CAPE,AMATHOLE EAST,200401208,4301086,Zwelenqaba Senior Secondary School,1,10,163,99,60.7,7,180,139,77.2,22,179,137,76.5
EASTERN CAPE,AMATHOLE EAST,200300703,4301087,Zwelidumile Senior Secondary School,3,1,76,62,81.6,6,68,67,98.5,7,77,76,98.7
EASTERN CAPE,AMATHOLE EAST,200300709,4301088,Zweliwelile Senior Secondary School,3,0,121,93,76.9,0,141,113,80.1,1,272,213,78.3
EASTERN CAPE,AMATHOLE WEST,200200001,4311001,A M Sityana High School,2,0,22,22,100.0,0,26,22,84.6,0,30,28,93.3
EASTERN CAPE,AMATHOLE WEST,200200002,4311003,A M Tapa Senior Secondary School,3,0,46,41,89.1,0,39,23,59.0,0,39,37,94.9
EASTERN CAPE,AMATHOLE WEST,200100012,4311002,Adelaide Gymnasium,4,0,58,44,75.9,2,70,54,77.1,0,84,33,39.3
EASTERN CAPE,AMATHOLE WEST,200200010,4311004,Amabhele High School,3,0,14,10,71.4,4,16,13,81.3,0,19,12,63.2
EASTERN CAPE,AMATHOLE WEST,200200017,4311006,Amazizi Senior Secondary School,3,5,108,97,89.8,0,94,85,90.4,2,133,129,97.0
EASTERN CAPE,AMATHOLE WEST,200600095,4311007,Cathcart High School,4,0,73,69,94.5,0,80,77,96.3,0,93,87,93.5
EASTERN CAPE,AMATHOLE WEST,0,4312003,City of Light, 99,,,,,,,,,0,3,2,66.7
EASTERN CAPE,AMATHOLE WEST,200200106,4311008,Dalubuhle High School,2,10,40,26,65.0,4,34,16,47.1,1,18,18,100.0
EASTERN CAPE,AMATHOLE WEST,200200120,4311009,Dilizintaba Senior Secondary School,2,0,16,12,75.0,0,20,17,85.0,0,20,15,75.0
EASTERN CAPE,AMATHOLE WEST,200200126,4311010,Dondashe Senior Secondary School,2,0,6,6,100.0,0,8,8,100.0,1,16,13,81.3
EASTERN CAPE,AMATHOLE WEST,200200150,4311011,Elukhanyisweni Senior School,2,0,32,12,37.5,0,32,25,78.1,3,25,18,72.0
EASTERN CAPE,AMATHOLE WEST,200200154,4311012,Emdeni Senior Secondary School,3,0,51,25,49.0,0,36,21,58.3,0,40,26,65.0
EASTERN CAPE,AMATHOLE WEST,200200156,4311013,Emfundweni Senior Secondary School,2,0,39,31,79.5,0,31,27,87.1,2,27,23,85.2
EASTERN CAPE,AMATHOLE WEST,200200157,4311014,Emgwali Public School,3,0,53,29,54.7,0,89,60,67.4,0,59,40,67.8
EASTERN CAPE,AMATHOLE WEST,200200164,4311015,Enkwenkwezini Senior Secondary Schoo,3,8,37,31,83.8,0,58,52,89.7,3,67,57,85.1
EASTERN CAPE,AMATHOLE WEST,200100214,4311016,Eyabantu Senior Secondary School,3,0,31,10,32.3,2,38,28,73.7,8,47,37,78.7
EASTERN CAPE,AMATHOLE WEST,200600208,4311017,Fundani High School,3,0,101,86,85.1,0,138,124,89.9,0,202,173,85.6
EASTERN CAPE,AMATHOLE WEST,200200197,4311018,Gcato Senior Secondary School,3,4,24,23,95.8,1,27,23,85.2,1,24,18,75.0
EASTERN CAPE,AMATHOLE WEST,200200201,4311019,Geju High School,2,0,14,9,64.3,0,13,10,76.9,0,24,17,70.8
EASTERN CAPE,AMATHOLE WEST,200200209,4311021,Gobizembe High School,3,0,27,22,81.5,0,35,27,77.1,3,38,30,78.9
EASTERN CAPE,AMATHOLE WEST,200200226,4311023,Gushiphela Senior Secondary School,2,0,8,8,100.0,0,16,13,81.3,2,14,12,85.7
EASTERN CAPE,AMATHOLE WEST,200200233,4311025,H H Majiza Senior Secondary School,3,0,32,23,71.9,0,20,17,85.0,0,22,19,86.4
EASTERN CAPE,AMATHOLE WEST,200100296,4311026,Healdtown High School,2,0,25,12,48.0,0,10,10,100.0,3,12,12,100.0
EASTERN CAPE,AMATHOLE WEST,200200267,4311027,Imidushane Senior Secondary School,3,0,30,27,90.0,0,34,21,61.8,0,31,24,77.4
EASTERN CAPE,AMATHOLE WEST,200200269,4311028,Imingcangathelo High School,3,1,86,74,86.0,0,102,87,85.3,0,86,76,88.4
EASTERN CAPE,AMATHOLE WEST,200100338,4311029,Inyibiba High School,3,0,23,16,69.6,0,55,35,63.6,2,29,24,82.8
EASTERN CAPE,AMATHOLE WEST,200200763,4311030,Isihoboti Public Combined School,3,0,16,13,81.3,0,26,19,73.1,0,34,24,70.6
EASTERN CAPE,AMATHOLE WEST,200200282,4311031,J M Ndindwa High School,3,0,29,26,89.7,0,43,39,90.7,0,42,22,52.4
EASTERN CAPE,AMATHOLE WEST,200200283,4311032,Jabavu Senior Secondary School,3,4,92,54,58.7,7,88,59,67.0,4,73,57,78.1
EASTERN CAPE,AMATHOLE WEST,200200285,4311033,Jali High School,2,2,27,14,51.9,0,17,13,76.5,0,11,11,100.0
EASTERN CAPE,AMATHOLE WEST,200200295,4311035,Jongile Nompondo Public School,3,5,114,91,79.8,0,107,91,85.0,9,171,121,70.8
EASTERN CAPE,AMATHOLE WEST,200200297,4311036,Josi-Marela High School,2,0,8,7,87.5,0,16,9,56.3,1,7,4,57.1
EASTERN CAPE,AMATHOLE WEST,200200299,4311037,July Senior Secondary School,2,0,17,17,100.0,0,24,24,100.0,1,40,31,77.5
EASTERN CAPE,AMATHOLE WEST,200200302,4311038,Kama High School,3,0,49,27,55.1,0,60,41,68.3,0,28,26,92.9
EASTERN CAPE,AMATHOLE WEST,200200303,4311039,Kanana Senior Secondary School,2,0,29,20,69.0,0,14,12,85.7,0,25,21,84.0
EASTERN CAPE,AMATHOLE WEST,200200306,4311040,Kaulela Senior Secondary School,2,0,16,12,75.0,0,18,12,66.7,0,15,12,80.0
EASTERN CAPE,AMATHOLE WEST,200200328,4311042,Kubusie Combined School,3,9,50,31,62.0,0,55,48,87.3,3,59,51,86.4
EASTERN CAPE,AMATHOLE WEST,200200330,4311043,Kulile Junior Secondary School,2,0,59,37,62.7,0,41,30,73.2,0,51,28,54.9
EASTERN CAPE,AMATHOLE WEST,200100455,4311045,Lindani Senior Secondary School,3,4,31,26,83.9,0,39,27,69.2,1,48,33,68.8
EASTERN CAPE,AMATHOLE WEST,200200360,4311046,Lingani Senior Secondary School,3,0,17,7,41.2,0,6,4,66.7,0,10,2,20.0
EASTERN CAPE,AMATHOLE WEST,200200361,4311047,Lingelethu High School,2,0,18,13,72.2,0,18,16,88.9,0,15,10,66.7
EASTERN CAPE,AMATHOLE WEST,200100462,4311048,Lonwabo High School,3,0,53,36,67.9,0,45,41,91.1,0,49,44,89.8
EASTERN CAPE,AMATHOLE WEST,200200377,4311049,Lukhozi High School,3,10,33,20,60.6,0,37,20,54.1,3,38,25,65.8
EASTERN CAPE,AMATHOLE WEST,200200424,4311051,Masibonisane Senior Secondary School,2,0,24,12,50.0,0,34,23,67.6,0,37,28,75.7
EASTERN CAPE,AMATHOLE WEST,200201011,4311052,Masihlangane Senior Secondary School,3,0,49,43,87.8,0,59,50,84.7,0,77,70,90.9
EASTERN CAPE,AMATHOLE WEST,200200429,4311053,Masimanyane Senior Secondary School,3,0,59,44,74.6,0,62,52,83.9,4,53,36,67.9
EASTERN CAPE,AMATHOLE WEST,200100500,4311055,Masizakhe Senior Secondary School,3,0,24,18,75.0,0,20,19,95.0,5,29,22,75.9
EASTERN CAPE,AMATHOLE WEST,200200440,4311056,Matomela Senior Secondary School,3,0,33,20,60.6,0,27,18,66.7,1,35,30,85.7
EASTERN CAPE,AMATHOLE WEST,200200441,4311057,Matsa Senior Secondary School,3,0,45,33,73.3,0,48,44,91.7,1,51,50,98.0
EASTERN CAPE,AMATHOLE WEST,200200457,4311059,Mdibaniso Senior Secondary School,2,0,27,22,81.5,0,52,42,80.8,0,72,52,72.2
EASTERN CAPE,AMATHOLE WEST,200200479,4311060,Mhlambiso High School,3,0,11,9,81.8,0,18,16,88.9,0,12,6,50.0
EASTERN CAPE,AMATHOLE WEST,200200496,4311061,Mpambani Mzimba High School,3,1,23,22,95.7,0,43,34,79.1,2,44,36,81.8
EASTERN CAPE,AMATHOLE WEST,200200510,4311062,Mthwaku Senior Secondary School,2,0,33,14,42.4,0,24,18,75.0,0,26,20,76.9
EASTERN CAPE,AMATHOLE WEST,200200530,4311064,Mzomtsha High School,3,0,26,18,69.2,0,32,17,53.1,1,26,9,34.6
EASTERN CAPE,AMATHOLE WEST,200200532,4311065,Mzontsundu Senior Secondary School,3,,,,,,,,,10,68,68,100.0
EASTERN CAPE,AMATHOLE WEST,200200534,4311066,Mzuxolile High School,3,0,14,10,71.4,0,23,20,87.0,0,17,15,88.2
EASTERN CAPE,AMATHOLE WEST,200200537,4311067,Nangamso Senior Secondary School,2,0,12,12,100.0,0,15,15,100.0,0,8,7,87.5
EASTERN CAPE,AMATHOLE WEST,200200539,4311068,Nathaniel Pamla High School,3,13,143,127,88.8,0,156,144,92.3,1,163,157,96.3
EASTERN CAPE,AMATHOLE WEST,200200542,4311069,Ncedolwethu Senior Secondary School,2,2,30,21,70.0,0,36,22,61.1,0,34,27,79.4
EASTERN CAPE,AMATHOLE WEST,200100051,4311070,Newton High School,1,0,36,16,44.4,0,61,19,31.1,1,53,18,34.0
EASTERN CAPE,AMATHOLE WEST,200200560,4311071,Ngangelizwe Senior Secondary School,2,0,13,10,76.9,4,17,11,64.7,2,13,9,69.2
EASTERN CAPE,AMATHOLE WEST,200200642,4311074,Nozalisile Senior Secondary School,3,0,23,17,73.9,0,27,24,88.9,2,26,23,88.5
EASTERN CAPE,AMATHOLE WEST,200200648,4311075,Ntabenkonyana S S S,2,0,89,60,67.4,0,91,65,71.4,4,95,61,64.2
EASTERN CAPE,AMATHOLE WEST,200200670,4311077,Nzululwazi High School,3,0,57,50,87.7,0,66,57,86.4,0,62,53,85.5
EASTERN CAPE,AMATHOLE WEST,200200684,4311078,Phandulwazi Agricultural High School,3,0,68,64,94.1,0,65,64,98.5,0,66,55,83.3
EASTERN CAPE,AMATHOLE WEST,200200715,4311079,Qhayiya Senior Secondary School,2,0,21,14,66.7,0,20,17,85.0,0,19,13,68.4
EASTERN CAPE,AMATHOLE WEST,200200725,4311080,Rabula Senior Secondary School,3,0,13,10,76.9,0,18,15,83.3,0,16,12,75.0
EASTERN CAPE,AMATHOLE WEST,200100672,4311082,Sakhululeka High School,3,13,98,86,87.8,0,144,104,72.2,2,140,94,67.1
EASTERN CAPE,AMATHOLE WEST,200200744,4311083,Sakuphumelela S S S,2,0,31,18,58.1,0,32,26,81.3,1,67,33,49.3
EASTERN CAPE,AMATHOLE WEST,200200773,4311084,Sinethemba Public School,3,0,97,70,72.2,0,79,57,72.2,0,72,49,68.1
EASTERN CAPE,AMATHOLE WEST,200100030,4311005,Sipho Camagu High School,3,0,53,40,75.5,33,96,53,55.2,8,105,62,59.0
EASTERN CAPE,AMATHOLE WEST,200200782,4311087,Siseko High School,2,0,23,23,100.0,0,24,24,100.0,2,22,22,100.0
EASTERN CAPE,AMATHOLE WEST,200200790,4311088,Siyabonga Senior Secondary School,3,0,12,7,58.3,0,20,15,75.0,2,23,18,78.3
EASTERN CAPE,AMATHOLE WEST,200200791,4311089,Siyakhula Public School,3,6,43,29,67.4,0,72,34,47.2,4,63,37,58.7
EASTERN CAPE,AMATHOLE WEST,200200970,4311090,Sizingisile Senior Secondary School,2,2,31,22,71.0,0,30,21,70.0,1,17,16,94.1
EASTERN CAPE,AMATHOLE WEST,200200800,4311091,Sobantu Senior Secondary School,2,0,23,21,91.3,0,30,28,93.3,0,37,33,89.2
EASTERN CAPE,AMATHOLE WEST,200200810,4311092,Sotinini Senior Secondary,2,0,15,7,46.7,0,22,9,40.9,0,25,22,88.0
EASTERN CAPE,AMATHOLE WEST,200200977,4311093,St Charles Sojola High School,3,0,77,42,54.5,0,40,34,85.0,3,55,42,76.4
EASTERN CAPE,AMATHOLE WEST,200200816,4311094,St Matthews High School,2,0,138,113,81.9,0,116,94,81.0,5,89,75,84.3
EASTERN CAPE,AMATHOLE WEST,200200824,4311095,Stutterheim High School,4,0,47,43,91.5,0,49,46,93.9,1,48,48,100.0
EASTERN CAPE,AMATHOLE WEST,200200828,4311096,Tamsanqa High School,2,0,19,14,73.7,1,22,16,72.7,2,25,20,80.0
EASTERN CAPE,AMATHOLE WEST,200100771,4311097,Templeton High School,4,0,38,38,100.0,0,35,35,100.0,4,58,46,79.3
EASTERN CAPE,AMATHOLE WEST,200200831,4311099,Thembelani High School,3,0,10,2,20.0,0,13,8,61.5,0,11,9,81.8
EASTERN CAPE,AMATHOLE WEST,200200843,4311100,Thobelani Senior Secondary School,3,0,54,26,48.1,0,49,35,71.4,6,39,29,74.4
EASTERN CAPE,AMATHOLE WEST,200100908,4311101,Thubalethu High School,4,5,81,69,85.2,0,111,99,89.2,22,143,113,79.0
EASTERN CAPE,AMATHOLE WEST,200200871,4311103,Ulana Senior Secondary School,3,2,28,22,78.6,0,26,20,76.9,0,40,22,55.0
EASTERN CAPE,AMATHOLE WEST,200200885,4311105,Vukile Tshwete S S S,2,0,61,41,67.2,0,72,61,84.7,2,71,56,78.9
EASTERN CAPE,AMATHOLE WEST,200100862,4311106,Winterberg Agricultural High School,5,0,49,47,95.9,0,57,53,93.0,0,43,40,93.0
EASTERN CAPE,AMATHOLE WEST,200200924,4311107,Zanemfundo Senior Secondary School,2,0,23,18,78.3,0,20,13,65.0,0,34,26,76.5
EASTERN CAPE,AMATHOLE WEST,200200932,4311111,Zanovuyo Senior Secondary School,2,0,31,26,83.9,0,26,24,92.3,3,35,33,94.3
EASTERN CAPE,AMATHOLE WEST,200200960,4311113,Zwelimjongile Senior Secondary Schoo,2,0,22,21,95.5,0,20,12,60.0,1,13,11,84.6
EASTERN CAPE,BUFFALO CITY,200200009,4321002,Alphendale Secondary School,,15,176,122,69.3,32,263,195,74.1,10,132,78,59.1
EASTERN CAPE,BUFFALO CITY,200201004,4322003,Althorpe College,9,0,50,41,82.0,0,38,36,94.7,0,40,36,90.0
EASTERN CAPE,BUFFALO CITY,200200468,4322130,Amitek Business School,4,0,18,11,61.1,2,28,18,64.3,1,72,47,65.3
EASTERN CAPE,BUFFALO CITY,200200022,4321004,Archie Velile S S S,3,8,109,87,79.8,0,139,111,79.9,4,113,93,82.3
EASTERN CAPE,BUFFALO CITY,200200028,4321005,B Kat Senior Secondary School,3,0,17,15,88.2,0,23,17,73.9,2,21,19,90.5
EASTERN CAPE,BUFFALO CITY,200200035,4321006,Beaconhurst School,5,0,50,50,100.0,0,45,43,95.6,0,56,56,100.0
EASTERN CAPE,BUFFALO CITY,200100320,4321131,Berlin High School,9,,,,,0,70,59,84.3,1,57,55,96.5
EASTERN CAPE,BUFFALO CITY,200200044,4321007,Bhisho High School,3,33,228,153,67.1,19,212,187,88.2,6,177,133,75.1
EASTERN CAPE,BUFFALO CITY,200201048,4321008,Bhongolethu Senior Secondary School,2,0,62,39,62.9,0,78,64,82.1,2,119,68,57.1
EASTERN CAPE,BUFFALO CITY,200200072,4321009,Blyletts Combined School,2,6,126,115,91.3,1,121,112,92.6,2,108,91,84.3
EASTERN CAPE,BUFFALO CITY,200200058,4321010,Breidbach Senior Secondary School,3,7,122,86,70.5,0,126,98,77.8,9,131,86,65.6
EASTERN CAPE,BUFFALO CITY,200200060,4321011,Buchule Technical High School,3,11,116,95,81.9,11,72,56,77.8,5,93,79,84.9
EASTERN CAPE,BUFFALO CITY,200200637,4321132,Buffalo Metro Inner City High School,99,,,,,,,,,0,138,105,76.1
EASTERN CAPE,BUFFALO CITY,200200075,4321012,Cambridge High School,5,4,187,183,97.9,1,209,202,96.7,0,177,171,96.6
EASTERN CAPE,BUFFALO CITY,200201069,4322013,Centre of Excellence,99,0,140,122,87.1,0,123,109,88.6,0,166,153,92.2
EASTERN CAPE,BUFFALO CITY,200200083,4321014,Charles Morgan Public School,3,0,66,39,59.1,0,57,32,56.1,26,89,45,50.6
EASTERN CAPE,BUFFALO CITY,200200088,4321015,Clarendon Girls High School,5,0,135,135,100.0,0,131,131,100.0,0,126,125,99.2
EASTERN CAPE,BUFFALO CITY,200200103,4321016,Dale College Boys High School,5,6,109,99,90.8,2,109,108,99.1,8,118,112,94.9
EASTERN CAPE,BUFFALO CITY,200200111,4321017,David Mama High School,3,0,116,107,92.2,15,110,100,90.9,6,84,75,89.3
EASTERN CAPE,BUFFALO CITY,200200121,4321018,Dimbaza Central Junior Secondary School,3,0,38,28,73.7,0,30,18,60.0,21,37,20,54.1
EASTERN CAPE,BUFFALO CITY,200200983,4321019,Dumalisile Secondary School,3,0,7,5,71.4,1,17,12,70.6,3,7,6,85.7
EASTERN CAPE,BUFFALO CITY,200201035,4322020,East London Science College,99,0,95,95,100.0,1,107,103,96.3,0,91,80,87.9
EASTERN CAPE,BUFFALO CITY,200200139,4321021,East London Secondary School,4,0,87,70,80.5,8,104,70,67.3,12,103,69,67.0
EASTERN CAPE,BUFFALO CITY,200200141,4321022,Ebenezer Majombozi High School,3,0,218,177,81.2,0,294,219,74.5,14,265,223,84.2
EASTERN CAPE,BUFFALO CITY,200200165,4321023,Enoch Sontonga Senior Secondary School,3,6,86,75,87.2,1,126,117,92.9,8,204,182,89.2
EASTERN CAPE,BUFFALO CITY,200200168,4321024,Eric Mntonga High School,3,1,25,21,84.0,0,45,33,73.3,0,54,43,79.6
EASTERN CAPE,BUFFALO CITY,200200183,4321025,Forbes Grant Senior Secondary School,3,0,84,48,57.1,0,77,58,75.3,6,104,78,75.0
EASTERN CAPE,BUFFALO CITY,200200191,4321026,Funiwe Senior Secondary School,2,9,64,59,92.2,0,72,66,91.7,8,85,80,94.1
EASTERN CAPE,BUFFALO CITY,200200196,4321027,Gasela High School,3,0,29,26,89.7,0,25,21,84.0,4,29,22,75.9
EASTERN CAPE,BUFFALO CITY,200200203,4321028,George Randell High School,5,0,73,71,97.3,0,83,80,96.4,1,80,71,88.8
EASTERN CAPE,BUFFALO CITY,200201018,4321029,Gonubie High School,4,0,65,64,98.5,0,69,68,98.6,0,74,69,93.2
EASTERN CAPE,BUFFALO CITY,200200990,4321030,Goodhope Senior Secondary School,2,4,36,27,75.0,4,44,41,93.2,0,51,44,86.3
EASTERN CAPE,BUFFALO CITY,200200220,4321031,Greenpoint Secondary School,4,0,177,165,93.2,34,173,159,91.9,20,163,154,94.5
EASTERN CAPE,BUFFALO CITY,200200253,4321032,Grens High School,5,0,87,81,93.1,0,101,96,95.0,0,100,97,97.0
EASTERN CAPE,BUFFALO CITY,200200240,4321034,Hector Peterson High School,3,6,231,208,90.0,0,202,171,84.7,7,209,191,91.4
EASTERN CAPE,BUFFALO CITY,200501801,4325502,Hlaziya Private Centre,1,,,,,,,,,0,39,25,64.1
EASTERN CAPE,BUFFALO CITY,200200248,4321035,Hlokoma High School,3,0,77,38,49.4,25,66,40,60.6,8,56,40,71.4
EASTERN CAPE,BUFFALO CITY,200200251,4321036,Hlumani High School,3,10,67,41,61.2,10,81,46,56.8,4,70,60,85.7
EASTERN CAPE,BUFFALO CITY,200200252,4321037,Hoerskool De Vos Malan,5,0,62,59,95.2,0,97,88,90.7,1,55,50,90.9
EASTERN CAPE,BUFFALO CITY,200200254,4321038,Hoho Senior Secondary School,3,0,27,20,74.1,0,32,30,93.8,0,33,23,69.7
EASTERN CAPE,BUFFALO CITY,0,4322004,Hope Schools,99,,,,,,,,,0,8,8,100.0
EASTERN CAPE,BUFFALO CITY,200200260,4321039,Hudson Park High School,5,0,193,192,99.5,0,190,188,98.9,0,195,191,97.9
EASTERN CAPE,BUFFALO CITY,200200270,4321040,Imiqhayi Senior Secondary School,3,0,48,38,79.2,0,45,37,82.2,3,119,95,79.8
EASTERN CAPE,BUFFALO CITY,200200985,4321041,Inkwenkwezi High School,3,0,25,13,52.0,0,15,13,86.7,1,17,13,76.5
EASTERN CAPE,BUFFALO CITY,200201016,4321042,Iqonce High School,3,10,49,25,51.0,1,36,12,33.3,0,41,34,82.9
EASTERN CAPE,BUFFALO CITY,200200455,4321043,J F Mati Senior Secondary School,3,10,15,12,80.0,3,22,18,81.8,1,29,22,75.9
EASTERN CAPE,BUFFALO CITY,200200290,4321126,Jim Mvabaza Senior Secondary School,3,0,20,13,65.0,0,26,16,61.5,7,36,22,61.1
EASTERN CAPE,BUFFALO CITY,200200292,4321044,John Bisseker Secondary School,4,16,143,86,60.1,0,139,88,63.3,48,153,107,69.9
EASTERN CAPE,BUFFALO CITY,200200294,4321045,Jongilanga High School,2,36,70,19,27.1,27,35,18,51.4,11,29,24,82.8
EASTERN CAPE,BUFFALO CITY,200200296,4321046,Jonguhlanga Senior Secondary School,3,0,24,16,66.7,0,41,22,53.7,0,38,26,68.4
EASTERN CAPE,BUFFALO CITY,200200314,4321047,Khulani Commercial High School,3,0,179,153,85.5,0,203,147,72.4,2,161,130,80.7
EASTERN CAPE,BUFFALO CITY,200200300,4321048,Kingsridge High School,5,0,80,77,96.3,0,89,88,98.9,1,89,88,98.9
EASTERN CAPE,BUFFALO CITY,200200333,4321049,Kusile Comprehesive School,3,0,162,118,72.8,24,220,132,60.0,14,193,119,61.7
EASTERN CAPE,BUFFALO CITY,200200334,4321050,Kuyasa Senior Secondary School,3,2,125,81,64.8,0,127,96,75.6,7,139,91,65.5
EASTERN CAPE,BUFFALO CITY,200200342,4321051,Kwenxura Senior Secondary School,1,0,37,29,78.4,12,44,23,52.3,14,53,41,77.4
EASTERN CAPE,BUFFALO CITY,200200359,4321052,Lilyfontein School,5,0,32,32,100.0,0,46,46,100.0,0,50,50,100.0
EASTERN CAPE,BUFFALO CITY,200200362,4321053,Lingelethu Senior Secondary School,2,7,63,51,81.0,11,94,74,78.7,12,126,72,57.1
EASTERN CAPE,BUFFALO CITY,200200371,4321054,Loyiso Senior Secondary School,3,1,47,42,89.4,5,61,55,90.2,5,78,67,85.9
EASTERN CAPE,BUFFALO CITY,200200379,4321055,Lumko High School,3,7,164,143,87.2,7,232,206,88.8,12,168,144,85.7
EASTERN CAPE,BUFFALO CITY,200200437,4321056,Masixole High School,3,0,112,91,81.3,2,130,96,73.8,5,146,110,75.3
EASTERN CAPE,BUFFALO CITY,200200451,4321134,Mbulelo Benekane H S S S,3,,,,,,,,,7,96,81,84.4
